,user,date,text,location,coordinates
0,David_Slotnick,Mon Jul 01 19:21:49 +0000 2019,A perfect storm of mistakes put Brenda Berg's 14-year-old son on a flight to the wrong country — here's what happen… https://t.co/AQRQrLZuR3,"Brooklyn, NY",
1,WhatTheFFacts,Tue Jun 25 00:00:22 +0000 2019,"Until 1970, United Airlines had ‘men only' flights serving steaks, brandy and cigars.",Worldwide,
2,tariqnasheed,Mon Jun 24 21:12:55 +0000 2019,"More anti-Black racism coming from airlines... 
United pilot from SFO claims airline discriminated on basis of race… https://t.co/ZbqI4MUh6g",Los Angeles,
3,_JBeats_,Mon Jul 01 23:58:50 +0000 2019,RT @M1k3_J0n3s: Emergency Landing of United Airlines Flight 2098. LaGuardia to Houston😱 #UnitedAirlines #Newark #UA2098 #laguardia #Houston…,HTX,
4,JustCourtnei,Mon Jul 01 23:57:40 +0000 2019,RT @M1k3_J0n3s: Emergency Landing of United Airlines Flight 2098. LaGuardia to Houston😱 #UnitedAirlines #Newark #UA2098 #laguardia #Houston…,On the runway✈️,
5,prodpharaohel,Mon Jul 01 23:54:56 +0000 2019,United airlines got the game fucked up,"Chicago, IL",
6,5startraveler,Mon Jul 01 23:54:51 +0000 2019,"RT @LoyaltyLobby: Airfare of the Day: @SingaporeAir PREMIUM ECONOMY CLASS NEW York (EWR), United States to Bali (DPS), Indonesia from $1,14…",Japan,
7,5startraveler,Mon Jul 01 23:53:57 +0000 2019,"RT @united: Happy news today, @leepowellTV: The stroopwafel is now available as one of three complimentary snacks any time of day on all do…",Japan,
8,carol_ayala,Mon Jul 01 23:51:22 +0000 2019,RT @David_Slotnick: A perfect storm of mistakes put Brenda Berg's 14-year-old son on a flight to the wrong country — here's what happened…,,
9,KKiaTw,Mon Jul 01 23:50:59 +0000 2019,"RT @AirCrash_: 🆕 | Air Crash Investigation Compilations ᛫ Season 2, Episode 5 ""Fuel Trouble""

✈ | United Airlines Flight 173 ᛫ China Airlin…",,
10,_not_your_ally,Mon Jul 01 23:48:49 +0000 2019,"United Airlines put an underage passenger on a plane to the wrong country, prompting a panicked mother to beg the a… https://t.co/XIQXam8Wce",,
11,vMiguelTG,Mon Jul 01 23:29:06 +0000 2019,"RT @tsumangoteatime: United Airlines begins service (1931)

#琴吹紬
#琴吹紬生誕祭
#琴吹紬生誕祭2019
#けいおん https://t.co/GFVeIPpYAM",Japan,
12,GroomesNoveske,Mon Jul 01 23:29:05 +0000 2019,@united and I a working to increase my use of other airlines.  i’ll bet i accomplish more than you clowns.,,
13,flySFO,Mon Jul 01 23:25:56 +0000 2019,"@cjmcginnis @car94102 Hi Rick, United Airlines faced a baggage belt issue earlier this morning. This has now been r… https://t.co/FqW7EtVcNa",San Francisco Int'l Airport,
14,TheDaddyeaux,Mon Jul 01 23:25:33 +0000 2019,"While #DELAYED we Sitting on runway waiting on departure.

I just took 3 flights in 4 days w/ 3 different airlines.… https://t.co/7Blm5bWEaN",70115,
15,OdysseyMG,Mon Jul 01 23:22:13 +0000 2019,.@United extends 737 Max cancellations through Sept. 3; check your reservations https://t.co/FkY65nJhgk via @usatoday #airtravel #airlines,Global,
