,user,date,text,location,coordinates
0,iran_policy,Wed Jul 24 06:47:57 +0000 2019,"The United States on Tuesday warned companies against dealing with Iranian airlines, alleging that many of them sup… https://t.co/FJhFTjJVno","Tehran, Iran, Paris, France",
1,peta,Wed Jul 24 20:00:10 +0000 2019,"VICTORY! 🎉

@united Airlines has stopped selling #SeaWorld tickets &amp; removed all mentions of the park from its… https://t.co/jzyDZOA4y6","Los Angeles, CA / Norfolk, VA",
2,EAA,Wed Jul 24 14:11:43 +0000 2019,A @united Airlines Boeing 787 Dreamliner has arrived in Oshkosh for #OSH19! Catch it on Boeing Plaza today as part… https://t.co/7fiS9C0bmI,"Oshkosh, Wisconsin USA",
3,NDubuc,Sat Jul 27 23:49:24 +0000 2019,@SpacePlowboy @lesleyraekelly @Delta Even miles seem difficult to use easily for me If only all airlines would be l… https://t.co/u0AWFaAGKy,SW Quebec,
4,whosoever2013,Sat Jul 27 23:46:00 +0000 2019,Rude flyer has meltdown on United Airlines flight sitting in middle seat... https://t.co/04LXq4KGQ2 via @YouTube,,
5,judypgpd,Sat Jul 27 23:40:00 +0000 2019,Love it. My brother works ramp for United Airlines. You can’t get any better than this. Great jamming! 🕺 https://t.co/idmIJW5rxG,,
6,PAULVintage15,Sat Jul 27 23:30:28 +0000 2019,"I want three things in life. My passport full of stamps, Premier access with United and Sky priorities with Delta a… https://t.co/EOgXU1XTu1",NYC,
7,sunnieisww,Sat Jul 27 23:24:29 +0000 2019,"Dropped off the kiddos (at @United Airlines in Los Angeles, CA) https://t.co/zuPTk3Y9hp","Los Angeles, CA Monterey, CA",
8,KevinBGriggs,Sat Jul 27 23:23:04 +0000 2019,RT @XposeTrophyHunt: United Airlines announced it has stopped selling tickets to SeaWorld. Thomas Cook and Virgin plus about 6 other airlin…,,
9,vmontielarquero,Sat Jul 27 23:11:52 +0000 2019,"RT @johnjhargrove: Ouch SeaWorld, losing these major endorsements will hurt big. You are the next Barnum and Bailey Circus to go under! Uni…",,
10,TravelPulse,Sat Jul 27 23:03:59 +0000 2019,"@united to Roll Out ConnectionSaver App to More Airports 
#United #Airport #ConnectionSaver
https://t.co/XsvTXoiVV6","Westampton, NJ",
11,TopAviationNews,Sat Jul 27 23:00:37 +0000 2019,(PODCAST from GCAS: United Airlines' Jon Merritt on Flight Operations and Technology) has been published on Top Avi… https://t.co/i0wJrg7R0t,,
12,DavidBenda_RS,Sat Jul 27 22:56:48 +0000 2019,"RT @BreakingNews_RS: United Airlines has withdrawn $283,000 from the revenue guarantee account the city established to help land the new se…",Redding,
13,econ_garcia,Sat Jul 27 22:47:25 +0000 2019,@agoodmanbacon @saynikpay @united The airlines are going ridiculous way with pricing. Separating a family that way… https://t.co/kWnn49CdnG,in the world,
14,henryshu1012,Sat Jul 27 22:47:25 +0000 2019,@united @AmericanAir I called @United while I was at the American Airlines gate and was told to fly to LAG and that… https://t.co/UjUbuZELOd,"Summit, NJ",
15,Anikaye1,Sat Jul 27 22:45:04 +0000 2019,"RT @xgohub: Airlines Fleet Size

(Number of Aircraft)

956✈American Airlines
879✈Delta Air Lines
765✈United Airlines
749✈Southwest Airlines…",Nigeria,
16,CryptoLeb,Sat Jul 27 22:37:31 +0000 2019,@OddStockTrader United airlines broke my guitar,Where ever I want,
17,NicDeMasi,Sat Jul 27 22:25:51 +0000 2019,"September Cancun getaway!!!
2 people can fly from LAX to Cancun September 19-24, 2019 on United Airlines and stay a… https://t.co/PqujEBVhSi","Apple Valley, CA",
18,YanksAirMuseum,Sat Jul 27 21:53:01 +0000 2019,United Airlines Supports Women in Aviation with All-Female Dreamliner Flight to EAA AirVenture | Frequent Business… https://t.co/4G56GhZ9cx,"Chino, CA",
19,Laurie_March,Sat Jul 27 21:45:08 +0000 2019,"I have to say, I’m confused about the airlines’ policy for iPads, chargers, and phones left behind on planes.… https://t.co/tvbNUAQPSI",LA Baby...,
20,NofreteteRamses,Sat Jul 27 21:44:16 +0000 2019,"RT @johnjhargrove: Ouch SeaWorld, losing these major endorsements will hurt big. You are the next Barnum and Bailey Circus to go under! Uni…",,
21,ginalbarn,Sat Jul 27 21:40:58 +0000 2019,Bien por United Airlines! https://t.co/fHfVuwntdF,,
22,NofreteteRamses,Sat Jul 27 21:40:36 +0000 2019,RT @sharontrys: United Airlines Just Cut All Ties With SeaWorld https://t.co/e7JXm3NAsi via @livekindlyco,,
23,NO_PLANETB_,Sat Jul 27 21:38:01 +0000 2019,"RT @johnjhargrove: Ouch SeaWorld, losing these major endorsements will hurt big. You are the next Barnum and Bailey Circus to go under! Uni…","Luebeck, Germany",
24,swbradach,Sat Jul 27 21:35:38 +0000 2019,The future is connected! https://t.co/WiKpLMtkOH #BeingUnited https://t.co/ntT9DXkQnO,,
25,b_krukov,Sat Jul 27 21:35:12 +0000 2019,RT @sharontrys: United Airlines Just Cut All Ties With SeaWorld https://t.co/e7JXm3NAsi via @livekindlyco,,
26,EricJohnStiff,Sat Jul 27 21:34:57 +0000 2019,RT @sharontrys: United Airlines Just Cut All Ties With SeaWorld https://t.co/e7JXm3NAsi via @livekindlyco,California,
27,swbradach,Sat Jul 27 21:34:25 +0000 2019,Doing the best at evolving to fit the needs of our customers! https://t.co/hnMIU6hjfI #BeingUnited https://t.co/Qjc8aBJKQa,,
28,DolphinPaige,Sat Jul 27 21:33:33 +0000 2019,RT @sharontrys: United Airlines Just Cut All Ties With SeaWorld https://t.co/e7JXm3NAsi via @livekindlyco,,
29,InfoAeroQuebec,Sat Jul 27 21:31:30 +0000 2019,"RT @airwayslive: #ICYMI: United Upgrades All Newark-London Flights To Polaris 767-300 Product 
https://t.co/8ZDC1NZ41o https://t.co/ZHHY4kL…","Outremont, Québec",
30,FitnLive,Sat Jul 27 21:30:08 +0000 2019,United Airlines Just Cut All Ties With SeaWorld https://t.co/DCAfUZdYmX via @livekindlyco,"Virginia, USA",
