,user,date,text,location,coordinates
0,RalphNader,Thu Aug 08 22:39:26 +0000 2019,"Workers make profit possible. More than 10 years after the crash, worker pay is still lagging behind -- while CEOs… https://t.co/pPmvMVHGQW","Washington, DC",
1,jeffsukhothai,Thu Aug 08 23:58:52 +0000 2019,"RT @RalphNader: Workers make profit possible. More than 10 years after the crash, worker pay is still lagging behind -- while CEOs plow bil…","Sukhothai, Thailand",
2,bgsmalls,Thu Aug 08 23:53:49 +0000 2019,"RT @RalphNader: Workers make profit possible. More than 10 years after the crash, worker pay is still lagging behind -- while CEOs plow bil…",,
3,CasablancaRic,Thu Aug 08 23:51:35 +0000 2019,"#Travel 
#Expedia 
#Airlines 
#BadService 
@united Horrible Flight with United to Denver. 3 hours late and we haven… https://t.co/oqJjqScAyu",Someone Lost Along The Way,
4,TheOrgBot,Thu Aug 08 23:50:27 +0000 2019,"United Airlines has appointed Steven Restivo as VP, Global Corporate Communications #MeetTheTeam @united https://t.co/Nohi2VgKbJ","San Francisco, CA",
5,CrosbyWade,Thu Aug 08 23:48:21 +0000 2019,RT @Sethrogen: @ders808 I’m not sure united airlines is trying.,Earth,
6,78tiger,Thu Aug 08 23:45:51 +0000 2019,"#Vietnam vet’s remains identified, flown home by son, now a @Southwest #Airlines pilot, 52 years later in emotional… https://t.co/EfNMZ0HPOt",Los Angeles,
7,rohidepvio,Thu Aug 08 23:45:33 +0000 2019,"RT @calebdude: Airlines in America are shit these days. Outside of Delta, I can't think of one people actually like. RT @paulbradley184: Th…",,
8,propagandhi,Thu Aug 08 23:41:09 +0000 2019,"RT @RalphNader: Workers make profit possible. More than 10 years after the crash, worker pay is still lagging behind -- while CEOs plow bil…",Lion's Manor,
9,Mari2218,Thu Aug 08 23:33:57 +0000 2019,"Thank you @united Airlines for cutting all advertising &amp; sales with Seaworld because of their cruelty to Orcas, dol… https://t.co/US1QhHAo9a","Boston, MA",
10,lunybinger,Thu Aug 08 23:33:10 +0000 2019,"@GOP @CMSmedile Say the morons who burned their Nikes, smashed their Keurigs, and ripped up their Delta and United… https://t.co/vFAlbVglLj",,
