,user,date,text,location,coordinates
0,TIME,Wed Aug 14 12:30:06 +0000 2019,United Airlines tells pilots no alcohol for 12 hours before flights https://t.co/DMYBK4zZcU,,
1,smitaprakash,Sat Aug 10 08:10:19 +0000 2019,"Yeah sure! 😀 I am sure that is a valid boarding pass of United Airlines. Banega Khalistan, tumhare mulk me se. Jais… https://t.co/0NIdkmaOKb","New Delhi, India",
2,MailOnline,Sun Aug 11 08:11:44 +0000 2019,Malaysian man charged after 'hiding a camera in a first-class bathroom' on a United Airlines flight which was disco… https://t.co/5zPu0SBysb,,
3,StarrcastTravel,Wed Aug 14 23:57:56 +0000 2019,@waveoneceo @StarrcastEvents https://t.co/0gefpfzAbV.   there is a link for united airlines up to 10% off,,
4,MartaBP,Wed Aug 14 23:53:18 +0000 2019,@united United Airlines this is such BS ; your flight from Washington to Madrid is taking off 2 hours late; exactly… https://t.co/YM5B0fQz16,,
5,HelloNewsSite,Wed Aug 14 23:48:02 +0000 2019,RT @HelloNewsSite: 🔥 #Hello #Airlines #Alcohol United Airlines Tells Pilots No Alcohol for 12 Hours Before Flights https://t.co/cuWFQieqVB,,
6,TyWaters3,Wed Aug 14 23:41:22 +0000 2019,"TOTAL AIR TRAVEL DELAYS WITHIN TO OR OUT OF THE UNITED STATES TODAY AND EVENING 5,474 ALSO EXPECT MAJOR AIR TRAVEL… https://t.co/XGZFtvlIQJ","Vancouver, WA",
7,jkendrick1367,Wed Aug 14 23:40:38 +0000 2019,"RT @ABC7Chicago: United Airlines is telling pilots they must abstain from alcohol for 12 hours before flights, up from the previous eight h…","Illinois, USA",
8,neyydennxcz,Wed Aug 14 23:38:27 +0000 2019,"RT @aldrinosandres: Exactly 56 years ago, the country woke up to the tragic news that a United Arab Airlines plane carrying Filipino Boy Sc…",UNIVERSE,
9,MightyTravels,Wed Aug 14 23:30:07 +0000 2019,United Airlines: Honolulu (HNL) to Punta Cana (PUJ) just US$ 1396 Business Round Trip incl all taxes and fees https://t.co/aw2rGJ2Knh,"Albuquerque, NM",
10,MeatBlankett,Wed Aug 14 23:30:00 +0000 2019,"A United Airlines flight attendant was fired last week for being drunk on a flight from Illinois to Indiana.  

*Tr… https://t.co/Y3TxdIIwi1","Sabino Canyon, Tucson, AZ",
11,cheezwitham,Wed Aug 14 23:25:00 +0000 2019,"RT @EJDuboisL7444: @realDonaldTrump @JesseBWatters @FoxNews DELTA AIRLINES
- EQUINOX
- Home Depot
- JC Penney
- Jimmy John's Subs
- KFC 
-…",,
12,davidmadair1,Wed Aug 14 23:16:56 +0000 2019,@realDonaldTrump Congratulations United States of America...we will soon be another failed Trump branded scam along… https://t.co/Cz1FhKsIAy,"Texas, USA",
13,MZimanek,Wed Aug 14 23:15:50 +0000 2019,ConnectionSaver now at Washington Dulles! https://t.co/0MpUxRL0mv #BeingUnited,,
14,roger_la_france,Wed Aug 14 23:11:09 +0000 2019,Not ready to go back to work. But do miss it @ United Airlines Operations Control Tower https://t.co/kzRsUrVWEv,,"{'type': 'Point', 'coordinates': [-74.17685105, 40.69524283]}"
15,FredWasiak,Wed Aug 14 23:08:40 +0000 2019,RT @foodbankSJ: Because of sponsors like @united we're able to provide Summer Meals to children across South Jersey! #EndSummerHunger #Spon…,humanicsconsulting.com,
16,MyGrindNvrSleep,Wed Aug 14 23:08:32 +0000 2019,RT @BroncosOffField: .@astronaut wants YOU to #BeAChampion and check out the Kickoff Luncheon Silent Auction presented by @united Airlines:…,"Ontario, OR",
17,EU_Precious,Wed Aug 14 23:08:05 +0000 2019,RT @flightwit: What's it like to fly a United Airlines flight simulator? https://t.co/2W9uVvGxKh #fear #flying #airline #travel @anxiety ht…,Finland,
18,Koji_UAL,Wed Aug 14 23:06:44 +0000 2019,ConnectionSaver now at Washington Dulles! https://t.co/H5p4wdaHLI #BeingUnited,,
19,LA_Aviation,Wed Aug 14 23:05:00 +0000 2019,"United Airlines to begin twice-daily nonstop flights from Los Angeles to Stockton, CA: LAWA Media Advisory -https://t.co/lhU9K0se68","Pasadena, California",
20,flightwit,Wed Aug 14 23:00:23 +0000 2019,What's it like to fly a United Airlines flight simulator? https://t.co/2W9uVvGxKh #fear #flying #airline #travel… https://t.co/BKpzHJBXrX,800 332-7359 • Get free app at,
