,user,date,text,location,coordinates
0,smitaprakash,Sat Aug 10 08:10:19 +0000 2019,"Yeah sure! 😀 I am sure that is a valid boarding pass of United Airlines. Banega Khalistan, tumhare mulk me se. Jais… https://t.co/0NIdkmaOKb","New Delhi, India",
1,RalphNader,Thu Aug 08 22:39:26 +0000 2019,"Workers make profit possible. More than 10 years after the crash, worker pay is still lagging behind -- while CEOs… https://t.co/pPmvMVHGQW","Washington, DC",
2,Kseljenes,Sat Aug 10 23:59:09 +0000 2019,"RT @ilenej: @united  Second day stuck at #Newark after flight diversion, flight cancellations, delays, (zero help with hotel and food) and…",,
3,HenryBVoigt,Sat Aug 10 23:54:18 +0000 2019,"Sliced chicken a la king served aloft on United Airlines, 1941. https://t.co/4GaJBH81Vi","Wilmington, Delaware",
4,selenalarson,Sat Aug 10 23:51:33 +0000 2019,@SwiftOnSecurity @likethecoins @ICS_Village @DragosInc I loved them I am sad I didn’t get a pic of the furry in the United airlines vest tbh,"San Francisco, CA",
5,kpstoia,Sat Aug 10 23:50:35 +0000 2019,"RT @herbivore_club: ""VEGANS WILL NEVER CHANGE ANYTHING"" - ISSUE #836

United Airlines has stopped selling tickets to SeaWorld due to animal…",,
6,roman0168,Sat Aug 10 23:49:19 +0000 2019,JOB VACANCIES AT UNITED AIRLINES https://t.co/1r7P4ntgmi https://t.co/5iC1qXqK3K,Bangladesh,
7,JaiPrakashAga18,Sat Aug 10 23:46:33 +0000 2019,"RT @smitaprakash: Yeah sure! 😀 I am sure that is a valid boarding pass of United Airlines. Banega Khalistan, tumhare mulk me se. Jaise Bang…",,
8,CWisewater,Sat Aug 10 23:45:37 +0000 2019,RT @AeroimagesChris: 7673 43461 N37523 737-9 @united Airlines #737MAX9 rolled out of paint this afternoon. https://t.co/frgmQlqOw4,,
9,JournyNow,Sat Aug 10 23:37:00 +0000 2019,"#United Airlines is under fire for an employee's in-flight behavior. 😬 #flightattendant #drunk 
https://t.co/UNbH0y88c9","Los Angeles, CA",
10,Kseniya_Kasht,Sat Aug 10 23:36:02 +0000 2019,travelodge near longleat  united airlines arrivals san francisco,"Madrid, Comunidad de Madrid",
11,ChatCoreNews,Sat Aug 10 23:33:36 +0000 2019,"United Airlines passenger accused of hiding video camera in plane's first-class bathroom
https://t.co/Fsgd6GptoE",,
12,shero4hire,Sat Aug 10 23:33:30 +0000 2019,RT @balleralert: Flight Attendant Arrested For Being Drunk On Duty During United Airlines Flight To Chicago https://t.co/J505Yn8QzC https:/…,Your thoughts,
13,ovalrunning,Sat Aug 10 23:30:40 +0000 2019,Shootout to United Airlines staff @united for ensuring my GF @DaisyJulius getting her connecting flight UA972 in Ch… https://t.co/weIQkj8Bny,,
14,jade_feel,Sat Aug 10 23:26:10 +0000 2019,"RT @aldrinosandres: Exactly 56 years ago, the country woke up to the tragic news that a United Arab Airlines plane carrying Filipino Boy Sc…",,
