,user,date,text,location,coordinates
0,urshulashana,Wed Aug 07 23:58:39 +0000 2019,United Airlines IS THE WORST!,"Epsom, England",
1,RainRen14,Wed Aug 07 23:55:24 +0000 2019,"RT @aldrinosandres: Exactly 56 years ago, the country woke up to the tragic news that a United Arab Airlines plane carrying Filipino Boy Sc…","Lungsod ng Koronadal, Rehiyon ",
2,dremodo,Wed Aug 07 23:53:13 +0000 2019,"RT @aldrinosandres: Exactly 56 years ago, the country woke up to the tragic news that a United Arab Airlines plane carrying Filipino Boy Sc…",,
3,grisdon3911,Wed Aug 07 23:47:59 +0000 2019,"RT @UniteHereLocal2: 📢 We’re overworked and underpaid! 
🗣 @United Airlines, time to pay!

HUGE picket line at SFO today! Airline catering w…",san  francisco,
4,Blue_Loch,Wed Aug 07 23:47:00 +0000 2019,@Ryanair is now the new United Airlines.,United Kingdom,
5,byroth,Wed Aug 07 23:42:44 +0000 2019,RT @4TaxFairness: American workers are demanding the benefits that they were PROMISED in the #GOPTaxScam. Rather than using their huge tax…,,
6,monimons,Wed Aug 07 23:36:41 +0000 2019,@united Wouldn’t know. I’ve had too many cancelled flights where I’ve demanded you re-schedule me on other airlines… https://t.co/qjrYTDc8JE,San Francisco,
7,stevemoth,Wed Aug 07 23:36:11 +0000 2019,"RT @UniteHereLocal2: 📢 We’re overworked and underpaid! 
🗣 @United Airlines, time to pay!

HUGE picket line at SFO today! Airline catering w…","San Francisco, CA",
8,CaliforniaLabor,Wed Aug 07 23:35:42 +0000 2019,"RT @UniteHereLocal2: 📢 We’re overworked and underpaid! 
🗣 @United Airlines, time to pay!

HUGE picket line at SFO today! Airline catering w…",California,
9,LisaKBromley,Wed Aug 07 23:34:53 +0000 2019,"RT @UniteHereLocal2: 📢 We’re overworked and underpaid! 
🗣 @United Airlines, time to pay!

HUGE picket line at SFO today! Airline catering w…",,
10,kimcypala,Wed Aug 07 23:34:48 +0000 2019,@united is hands down among #theworst airlines. I have literally never had a United flight be on time &amp; they have c… https://t.co/yaHwK7Yh13,Los Angeles ,
11,HettiVonG,Wed Aug 07 23:34:37 +0000 2019,"RT @UniteHereLocal2: 📢 We’re overworked and underpaid! 
🗣 @United Airlines, time to pay!

HUGE picket line at SFO today! Airline catering w…",Marburg DE & in your base.,
12,naomirwolf,Wed Aug 07 23:34:13 +0000 2019,"RT @UniteHereLocal2: 📢 We’re overworked and underpaid! 
🗣 @United Airlines, time to pay!

HUGE picket line at SFO today! Airline catering w…",New York,
13,nevadakid88,Wed Aug 07 23:33:26 +0000 2019,"RT @ceprdc: Amid reports of workers demanding their cut of corporation profits &amp; a slight uptick in wages, @DeanBaker13 reminds, “You can’t…",,
14,anirvan,Wed Aug 07 23:33:04 +0000 2019,"RT @UniteHereLocal2: 📢 We’re overworked and underpaid! 
🗣 @United Airlines, time to pay!

HUGE picket line at SFO today! Airline catering w…","Berkeley, California, USA",
15,SFBayResistance,Wed Aug 07 23:32:57 +0000 2019,"RT @UniteHereLocal2: 📢 We’re overworked and underpaid! 
🗣 @United Airlines, time to pay!

HUGE picket line at SFO today! Airline catering w…","San Francisco, CA",
16,WyndhamCrest,Wed Aug 07 23:32:51 +0000 2019,RT @CheetahGirl001: @WyndhamCrest This was just from Monday right after United Airlines!! Keep them Coming,,
17,ItsLiviaChu,Wed Aug 07 23:31:16 +0000 2019,Srsly tho... Y'all need to get the app for whichever airlines your traveling on. United and Delta app saved me this… https://t.co/VttzsFXTGa,,
18,itsalwayssundus,Wed Aug 07 23:25:32 +0000 2019,you know how United Airlines sends you an email with a survey after your flight? I am currently channeling every ou… https://t.co/nH1d2EWlpW,I got the horses in the back,
19,FRANCIS39781980,Wed Aug 07 23:23:14 +0000 2019,##  SHARE  THE  @united   UNITED  AIRLINES  IN  NEW  YORK  U.S.A  WITH  THE  @TravelVictoria   IN  MELBOURNE  AUSTR… https://t.co/oTt64sYLpS,,
20,RomanRimer,Wed Aug 07 23:18:19 +0000 2019,"RT @UniteHereLocal2: 📢 We’re overworked and underpaid! 
🗣 @United Airlines, time to pay!

HUGE picket line at SFO today! Airline catering w…",Planet Earth,
21,tedwaechter,Wed Aug 07 23:16:38 +0000 2019,"RT @UniteHereLocal2: 📢 We’re overworked and underpaid! 
🗣 @United Airlines, time to pay!

HUGE picket line at SFO today! Airline catering w…","San Francisco, CA",
22,UniteHereLocal2,Wed Aug 07 23:11:51 +0000 2019,"📢 We’re overworked and underpaid! 
🗣 @United Airlines, time to pay!

HUGE picket line at SFO today! Airline caterin… https://t.co/ByZBRLIKeN","San Francisco, CA",
23,countingstars,Wed Aug 07 23:07:59 +0000 2019,"RT @RaiseUpOhio: “U.S. airlines, better known for their boom and bust cycles, are headed for their 10th straight year of profitability. The…",,
24,NYBizJournal,Wed Aug 07 23:01:39 +0000 2019,"A new report from airline data behemoth OAG spells out the major financial and capacity hits that United Airlines,… https://t.co/j60MqX8bq5","New York, USA",
25,throwupthehornz,Wed Aug 07 23:00:33 +0000 2019,"RT @RaiseUpOhio: “U.S. airlines, better known for their boom and bust cycles, are headed for their 10th straight year of profitability. The…",Chicago to Iowa and back... 🚂,
26,evanmontesano,Wed Aug 07 22:59:18 +0000 2019,"RT @BrandanGartland: @United airlines is the WORST airline of all time, never giving them a penny of mine again","Webster, NY",
27,unitelaborohio,Wed Aug 07 22:50:53 +0000 2019,"RT @RaiseUpOhio: “U.S. airlines, better known for their boom and bust cycles, are headed for their 10th straight year of profitability. The…","Ohio, USA",
28,BrandanGartland,Wed Aug 07 22:48:30 +0000 2019,"@United airlines is the WORST airline of all time, never giving them a penny of mine again","Webster, NY",
29,robnixonii,Wed Aug 07 22:47:38 +0000 2019,RT @robnixonii: United airlines standed my daughter (2 years old) in Newark and rebooked her on a flight to Boston tomorrow afternoon (3 ho…,"San Diego, CA",
30,montse_db97,Wed Aug 07 22:43:53 +0000 2019,“We apologize for the inconvenience” doesn’t do shit for me. Financial compensation does. Fuck you and your meaning… https://t.co/xinSNCmoNg,"Saltillo, Coahuila de Zaragoza",
31,spencre,Wed Aug 07 22:43:44 +0000 2019,Delayed flight. Ordered food. Told by United airlines to rush back to board the flight. Abandoned paid for and orde… https://t.co/JxiXqz39b8,"Los Angeles, CA",
32,mare_nicaj,Wed Aug 07 22:41:01 +0000 2019,RT @4TaxFairness: American workers are demanding the benefits that they were PROMISED in the #GOPTaxScam. Rather than using their huge tax…,,
33,Twitt3rlessamba,Wed Aug 07 22:36:12 +0000 2019,Somehow ended up on the United Airlines Commercial today haha stay tuned to see me act actually ridiculous for the whole world to see ✈️,"New York City, USA",
34,AnaGracielaGr,Wed Aug 07 22:31:18 +0000 2019,RT @montse_db97: I can’t stress this enough: fuck united airlines,,
35,smilesforbts,Wed Aug 07 22:28:33 +0000 2019,united airlines have fans? https://t.co/a5XoPGpK4n,,
36,kd2cold,Wed Aug 07 22:28:19 +0000 2019,"RT @DGAlphas1948: Happy Hump Day everyone. Take a look at our last intern!

Torrance Sellers

Company: United Airlines

Location: Chicago,…",,
37,LillyRaft,Wed Aug 07 22:28:10 +0000 2019,You make the most friends when you’re equally as pissed at a situation. Example A: the bullshit of united airlines… https://t.co/IfvbjMBO3X,,
38,montse_db97,Wed Aug 07 22:23:13 +0000 2019,I can’t stress this enough: fuck united airlines,"Saltillo, Coahuila de Zaragoza",
39,EINElectricPwr,Wed Aug 07 22:10:27 +0000 2019,"Calamos Advisors Llc Buys American Electric Power Co Inc, Danaher Corp, United Airlines Holdings Inc, Sells Anthem… https://t.co/7CbUIXb0tb","Washington, D.C.",
40,bigdirtyian,Wed Aug 07 22:05:24 +0000 2019,@BrownTieDan @EWRairport @united United has fucked over more of my bike racer family than all other airlines combined. I won’t fly em. Ever.,kauai,
41,thotknj,Wed Aug 07 22:02:38 +0000 2019,why r people talking abt united airlines on my tl im so confused,any pronouns,
42,report_aviation,Wed Aug 07 22:00:40 +0000 2019,"American Airlines is one of the most popular airlines in the United States. #AviationBlog  #Aviationreport
 https://t.co/LtxxZplvFd","California, USA",
