,user,date,text,location,coordinates
0,smino,Sun Jul 14 13:37:22 +0000 2019,United airlines da new Spirit .,314,
1,Brian_Riedl,Thu Jul 18 01:54:42 +0000 2019,"Since anything the alt-right adopts becomes taboo for all....I propose they adopt the following:
-Crocs
-New Englan… https://t.co/NSfGfstoke","Washington, DC (originally Wisconsin)",
2,NPR,Mon Jul 15 22:43:04 +0000 2019,"American Airlines is pulling the Boeing 737 Max from its schedule through Nov. 2. 

And United Airlines will cancel… https://t.co/KNv8nchxaD",,
3,lenny_miller,Thu Jul 18 23:56:14 +0000 2019,"RT @SpeedBird_NCL: United Is Sending Its 767s With Extra Polaris Seats to Switzerland:
https://t.co/6BponmNwch
#Aviation #Airline #Aircraft…",,
4,LIGHT_ON_144,Thu Jul 18 23:54:24 +0000 2019,"RT @NamiKim_DogsSK: ""A volunteer for the day came early in the morning. Shane flies United Airlines, she can not fly with dogs but came all…",KEEPAmerica•LightSPACEkind🇺🇸,
5,delhiinformer,Thu Jul 18 23:51:13 +0000 2019,United Airlines Resumes Service from New York/Newark to Delhi and Mumbai – TravelPulse https://t.co/WBj2a7vnMX https://t.co/41O6BM3FiF,Delhi,
6,Myxokat,Thu Jul 18 23:47:37 +0000 2019,"American Airlines is officially the worst airline, up there with United. 13 hours in an airport, zero compensation,… https://t.co/1BEmfCVJ99",the moon 🌜,
7,Ch89Ramiro,Thu Jul 18 23:46:49 +0000 2019,"RT @NamiKim_DogsSK: ""A volunteer for the day came early in the morning. Shane flies United Airlines, she can not fly with dogs but came all…",,
8,ericisompm,Thu Jul 18 23:45:38 +0000 2019,"@evankirstel Alaska, American, United, Delta, JetBlue, Southwest, Spirit, Air France, Qantas, AirChina, China Easte… https://t.co/O3MWUEhz46",United States,
9,KeithAnliker,Thu Jul 18 23:40:58 +0000 2019,#WorthReading. May be a story from my home state that you don’t know. Includes thoughts about creative problem-solv… https://t.co/YaNdkUppFk,"Indianapolis, IN",
10,tcboyle,Thu Jul 18 23:37:29 +0000 2019,"Back in the good old U.S., with a mere four-hour flight delay. It’s okay. It’s expected. Dear United Airlines: It’s… https://t.co/LEh7NoGWUr","Santa Barbara, CA",
11,MaryJoe38642126,Thu Jul 18 23:37:01 +0000 2019,"RT @NamiKim_DogsSK: ""A volunteer for the day came early in the morning. Shane flies United Airlines, she can not fly with dogs but came all…",,
12,singletmandor,Thu Jul 18 23:34:05 +0000 2019,"RT @angryasian: First it was @AmericanAir that eliminated special fees for flying with your bike, and now @Delta has followed suit, effecti…",There ,
13,RB26Gaming2,Thu Jul 18 23:32:53 +0000 2019,Tomorrow Will Mark The 30 Year Anniversary Of The Attempted Emergency Landing Of United Airlines Flight 232 At Siou… https://t.co/75iRw1punB,"Williamsburg, VA",
14,Athletics89,Thu Jul 18 23:31:05 +0000 2019,"RT @ClarkDeals: United Airlines sale: Flights to Alaska from $189 - Clark Deals
#deals #flights #vacation #savemoney #travel #thursday #uni…","Florida, USA",
15,ClarkDeals,Thu Jul 18 23:30:12 +0000 2019,"United Airlines sale: Flights to Alaska from $189 - Clark Deals
#deals #flights #vacation #savemoney #travel… https://t.co/A84WlpG7gG",,
16,SpeedBird_NCL,Thu Jul 18 23:30:06 +0000 2019,"United Is Sending Its 767s With Extra Polaris Seats to Switzerland:
https://t.co/6BponmNwch
#Aviation #Airline… https://t.co/Nv1ex6KqiV",Worldwide,
17,FRANCIS39781980,Thu Jul 18 23:27:07 +0000 2019,##  SHARE  THE  @VISITBRISBANE  VISIT  BRISBANE  IN  AUSTRALIA  WITH  THE  UNITED  AIRLINES  IN  NEW  YORK  UNITED… https://t.co/9FYAc4EhGc,,
18,DubSutherland,Thu Jul 18 23:24:47 +0000 2019,RT @enaaarz: Never flying with @united Airlines ever again #UnitedAirlinesSucks,"San Antonio, Texas",
19,DubSutherland,Thu Jul 18 23:23:50 +0000 2019,"RT @Gio_playmaker10: Probably the worst flying experience ever, and you guessed it, with @united airlines. Waited over 5 hours for a plane…","San Antonio, Texas",
20,DubSutherland,Thu Jul 18 23:23:25 +0000 2019,RT @IH8theRedSux: @united  Airlines... when your suitcase absolutely positively has to get there 5 days after you arrive in Italy. #uniteda…,"San Antonio, Texas",
21,DubSutherland,Thu Jul 18 23:23:00 +0000 2019,RT @dalijosh: People at Newark need help. UNITED AIRLINES TREAT ALL THEIR COSTUMERS LIKE GARBAGE. No consideration. Send more people to wor…,"San Antonio, Texas",
22,DubSutherland,Thu Jul 18 23:22:50 +0000 2019,RT @WokeThinkngThis: Sooo @united employee ran over my friends suitcase today and didn't give a fuck.  United Airlines sucks more and more…,"San Antonio, Texas",
23,Nasser22820844,Thu Jul 18 23:21:22 +0000 2019,"RT @theworldindex: Best Business Class Airline Lounges 2018:

1.🇹🇷 Turkish Airlines
2.🇶🇦 Qatar Airways
3.🇬🇧 Virgin Atlantic
4.🇦🇺 Qantas Air…","London, England",
24,gizmodo_once,Thu Jul 18 23:19:23 +0000 2019,RT @Gizmodo: United Airlines announces extended flight cancellations due to grounded Boeing 737 Max https://t.co/s5GFZWQV7D https://t.co/ke…,,
25,Ja91Nh,Thu Jul 18 23:19:22 +0000 2019,"#福岡空港　#RJFU　#FUK　UNITED AIRLINES　#Boeing
N39726　Boeing 737-724　2019.6.26　10:20
1999.7登録 https://t.co/Lo5Br6aDxV",Osaka Japan,
26,1079kbpi,Thu Jul 18 23:18:00 +0000 2019,"Teams will be competing to see who can pull a United Airlines jet 12-feet down the tarmac the fastest, and the best… https://t.co/0yei6FmSo9","Cheyenne, Fort Collins, Denver, Colorado Springs",
27,ItpAshley,Thu Jul 18 23:17:23 +0000 2019,@divyashenoy @AmericanAir @SouthwestAir I always have great experiences with @SouthwestAir @Delta @united! However… https://t.co/kCOBSFdD15,"Houston, TX",
28,DMRegister,Thu Jul 18 23:15:03 +0000 2019,"Thirty years ago on July 19, United Airlines Flight 232 was flying over Iowa when the tail engine exploded and pilo… https://t.co/hjLyy7sM7P","Des Moines, Iowa, USA",
29,BroochOpioidEMS,Thu Jul 18 23:12:52 +0000 2019,RT @ORpoisoncenter: Naloxone will soon be added to Delta's on-board emergency medical kits to treat mid-air #opioid #overdoses. Delta joins…,"San Jose, Ca",
30,6BookBirds,Thu Jul 18 23:07:48 +0000 2019,"RT @NamiKim_DogsSK: ""A volunteer for the day came early in the morning. Shane flies United Airlines, she can not fly with dogs but came all…","Michigan, USA",
31,gmrgrthb,Thu Jul 18 23:06:47 +0000 2019,Y'all remind me not to take united airlines again,,
32,MissFitz_Tx,Thu Jul 18 23:05:44 +0000 2019,RT @MarisaMabry: United Airlines Becomes Newest Sponsor of MIAT College of Technology Houston Campus Classroom With Focus on Developing and…,"Houston, TX",
33,cauchiphilippe,Thu Jul 18 23:03:44 +0000 2019,RT @PSBJaero: #Avgeek @United Airlines presses @Boeing for 'clarity' on intentions toward its proposed New Mid-market Airplane or 797 jet -…,,
34,neeraj,Thu Jul 18 23:03:32 +0000 2019,@privacyguru This tops the lame excuses @united and other airlines use for flight delays. 🤦🏾‍♂️,"Los Altos, CA",
35,deshraj_rana,Thu Jul 18 23:03:25 +0000 2019,@cctuell @united No to #united #airlines in future. It has cancelled my tickets also and not refunded money in last 10 days.,,
36,MoeCarter86,Thu Jul 18 23:01:59 +0000 2019,@united I’m average size 6 ft tall. We haven’t even departed you and this is the leg room afforded. Imagine when th… https://t.co/THHC6OU5hK,,
37,PlaneSpotIsCool,Thu Jul 18 23:01:52 +0000 2019,"RT @WandrMe: MAX, XLR and NMA: @United addresses future fleet flexibility fundamentals - https://t.co/QLG5Ze7bT7 #PaxEx #AvGeek $UAL https:…",Worldwide,
38,Gambiste1,Thu Jul 18 22:59:51 +0000 2019,"RT @WandrMe: MAX, XLR and NMA: @United addresses future fleet flexibility fundamentals - https://t.co/QLG5Ze7bT7 #PaxEx #AvGeek $UAL https:…",,
39,toolgauge,Thu Jul 18 22:58:27 +0000 2019,"RT @PSBJ: While it awaits word on Boeing's 797 project, United Airlines agreed to purchase 19 used 737-700 jets. https://t.co/BLLk4dATa0","Tacoma, WA",
40,jusscallmezj,Thu Jul 18 22:56:54 +0000 2019,United airlines @united has this scam now where they can say a 7 hour delay is due to “weather” and they won’t give… https://t.co/VQYygJPxVV,"Burbank, CA",
41,PSBJaero,Thu Jul 18 22:56:42 +0000 2019,#Avgeek @United Airlines presses @Boeing for 'clarity' on intentions toward its proposed New Mid-market Airplane or… https://t.co/gHdtoadGiG,"Seattle, WA",
42,PSBJ,Thu Jul 18 22:56:38 +0000 2019,"While it awaits word on Boeing's 797 project, United Airlines agreed to purchase 19 used 737-700 jets. https://t.co/BLLk4dATa0",Greater Seattle ,
43,askskdkfkkg,Thu Jul 18 22:49:43 +0000 2019,"RT @spectatorindex: Best business class lounges, 2018.

1. Turkish Airlines
2. Qatar Airways
3. Virgin Atlantic
4. Qantas Airways
5. Singap…",,
44,Trilliam_,Thu Jul 18 22:46:49 +0000 2019,United airlines is hiring,you tell me,
45,subinukta,Thu Jul 18 22:43:22 +0000 2019,"Southwest Airlines has canceled thousands more Boeing 737 Max flights, this time until at least November, after FAA… https://t.co/JWJPWHIFpV",IDK. I uninstalled Google maps,
46,Gallegosm79,Thu Jul 18 22:41:25 +0000 2019,United Airlines Again Named a Top Company for Disability Inclusion via @united https://t.co/vmB5X5IVGX,"Denver, CO",
47,A51FR3D,Thu Jul 18 22:40:06 +0000 2019,RT @PMA_Accountants: Trump meets with airline CEOs over Qatar subsidy accusations: U.S. President Donald Trump met on Thursday with the chi…,"London, UK",
48,PMA_Accountants,Thu Jul 18 22:39:07 +0000 2019,Trump meets with airline CEOs over Qatar subsidy accusations: U.S. President Donald Trump met on Thursday with the… https://t.co/UOBZVeJNy3,"Chingford, London, E4",
49,ejohansson02,Thu Jul 18 22:35:34 +0000 2019,"RT @cmroberson06: Trump to meet with CEOs of airlines - American Airlines, United Airlines, JetBlue, FedEx, Atlas Air and Qatar to discuss…",,
50,pass_jim,Thu Jul 18 22:33:18 +0000 2019,"United Airlines needs to learn to communicate! Even if it is bad news, inform your customer!!UA3475",,
51,a_niche,Thu Jul 18 22:29:38 +0000 2019,RT @kcolaco: Just wondering - has anyone used @united twitter support and actually been helped - i think they are primarily for marketing p…,"ÜT: 39.030462,-77.400931",
