,user,date,text,location,coordinates
0,CNN,Wed Jul 10 20:50:05 +0000 2019,"American Airlines' canceled flight rate is twice the rate of Southwest, and is more than six times that of United A… https://t.co/aomo5lg2Xd",,
1,CNNBusiness,Wed Jul 10 18:43:46 +0000 2019,"American's canceled flight rate is twice the rate of Southwest, and is more than six times that of United Airlines,… https://t.co/QzgmHUiu79",Global,
2,mattsinger,Tue Jul 09 15:01:01 +0000 2019,Nobody knows classic cinema like United Airlines. https://t.co/rfg1iG7EZo,"Brooklyn, NY",
3,museabuse1,Wed Jul 10 23:59:59 +0000 2019,"RT @SarahBurris: .@United airlines asked all the men in first class if they could hang their jackets up for them. They didn't ask my boss,…","Buffalo, NY",
4,kvtxz,Wed Jul 10 23:58:21 +0000 2019,"RT @unitehere: A workforce that's predominately immigrant &amp; POC, airline catering workers took a brave step to be ready to strike when rele…",Honolulu,
5,FoxFansDoc,Wed Jul 10 23:58:03 +0000 2019,RT @FoxFansPbsKids: Today is Another Anniversary of 1956 Grand Canyon mid-air collision. With United Airlines Flight 718 (#UA718) &amp; TWA Fli…,,
6,GeneCash,Wed Jul 10 23:54:40 +0000 2019,"American Airlines' canceled flight rate is twice the rate of Southwest (LUV), and is more than six times that of Un… https://t.co/KAgEDxoFmA",Central Florida,
7,FoxFansDoc,Wed Jul 10 23:53:58 +0000 2019,"RT @FoxFansPbsKids: Remember this Disasters are: Avianca Flight 52 #AVA52, Aeroperú Flight 603 #PL603, American Airlines Flight 965 #AA965,…",,
8,vijayasankarv,Wed Jul 10 23:53:19 +0000 2019,@rwang0 @united @AUStinAirport @iah Nobody cares...airlines know frequent fliers will bitch and moan but never leave them,"Chandler, AZ",
9,AthroughtheZ,Wed Jul 10 23:52:26 +0000 2019,"RT @SarahBurris: .@United airlines asked all the men in first class if they could hang their jackets up for them. They didn't ask my boss,…",USA,
10,BrotherCooper89,Wed Jul 10 23:41:36 +0000 2019,"RT @unitehere: A workforce that's predominately immigrant &amp; POC, airline catering workers took a brave step to be ready to strike when rele…","Washington, D.C.",
11,unitehere,Wed Jul 10 23:41:00 +0000 2019,"A workforce that's predominately immigrant &amp; POC, airline catering workers took a brave step to be ready to strike… https://t.co/Xmc2qyWzQj",United States and Canada,
12,SarahBurris,Wed Jul 10 23:37:44 +0000 2019,.@United airlines asked all the men in first class if they could hang their jackets up for them. They didn't ask my… https://t.co/2dKFaR5RTS,Oklahoma & Washington DC,
13,Tomcatginos,Wed Jul 10 23:36:55 +0000 2019,RT @gotolouisville: How would you spend three perfect days in Louisville?  @united airlines @hemispheresmag films local hosts to show you h…,"Louisville, Kentucky",
14,drake_xavier,Wed Jul 10 23:34:36 +0000 2019,"RT @CNN: American Airlines' canceled flight rate is twice the rate of Southwest, and is more than six times that of United Airlines, accord…","Atlanta, GA",
15,PlaneSpotIsCool,Wed Jul 10 23:31:31 +0000 2019,RT @KalteMalte53: United Nations descending to New Delhi Intl Airport. I would call it a dry lease from Ethopian Airlines. 🙆🏻‍♂️ #avgeeks #…,Worldwide,
16,1043WOMC,Wed Jul 10 23:31:00 +0000 2019,"United Airlines Apologizes For Putting Teen on Flight to Wrong Country
https://t.co/JYHIouZVem","Southfield, MI",
17,jdmcguire444,Wed Jul 10 23:29:44 +0000 2019,"RT @CNNBusiness: American's canceled flight rate is twice the rate of Southwest, and is more than six times that of United Airlines, accord…","Upland, CA",
18,npbraden,Wed Jul 10 23:28:07 +0000 2019,RT @gotolouisville: How would you spend three perfect days in Louisville?  @united airlines @hemispheresmag films local hosts to show you h…,Louisville ✈️ Chicago ,
19,hpjohn1,Wed Jul 10 23:26:02 +0000 2019,RT @Newsweek: United Airlines has been accused of giving preferential treatment to Texas U.S. Representative Sheila Jackson Lee https://t.c…,"Houston, TX",
20,KalteMalte53,Wed Jul 10 23:18:33 +0000 2019,United Nations descending to New Delhi Intl Airport. I would call it a dry lease from Ethopian Airlines. 🙆🏻‍♂️… https://t.co/nOKvaTqlZe,"Zürich, Schweiz",
21,TriciaSydney,Wed Jul 10 23:18:30 +0000 2019,United Airlines flight attendant leader not eager to fly Boeing 737 MAX https://t.co/S27A983d2l via @Yahoo,Hotel California,
22,EdLovesSumo,Wed Jul 10 23:10:23 +0000 2019,"I'm at @United Airlines in Los Angeles, CA https://t.co/LEahPDAphD","ÜT: 33.801982,-118.013219","{'type': 'Point', 'coordinates': [-118.39958006, 33.94317498]}"
