,user,date,text,location,coordinates
0,USATODAY,Mon Jun 17 20:32:00 +0000 2019,A United Airlines pilot stepped up to help a stranded college student by paying for her flight back to school after… https://t.co/MpRum5nlHd,"USA TODAY HQ, McLean, Va.",
1,nbcwashington,Tue Jun 18 02:55:02 +0000 2019,"Travelers saw — and felt — large numbers of ants crawling on them, their seats, the windows and even in the luggage… https://t.co/smGKsHQsGR","Washington, D.C.",
2,EmilyMiller,Thu Jun 20 00:31:18 +0000 2019,Great anecdote in this story on newly discovered Lincoln bible: “When they took it to the airport to return to Illi… https://t.co/g1cpbfIwUv,USA 🇺🇸,
3,HndTia,Thu Jun 20 23:58:22 +0000 2019,RT @JetPhotos: A new life for this former United Airlines 747 as it heads off to Hong Kong for heavy maintenance and paint before beginning…,,
4,naenae2269,Thu Jun 20 23:55:00 +0000 2019,Yet another miserable interaction with United Airlines. Funny how I paid $730+ for a RT ticket but when their fligh… https://t.co/WD8pie6ukb,,
5,teamp_b,Thu Jun 20 23:54:42 +0000 2019,RT @JetPhotos: A new life for this former United Airlines 747 as it heads off to Hong Kong for heavy maintenance and paint before beginning…,Cromatie High School,
6,ultamatepaul,Thu Jun 20 23:54:32 +0000 2019,"I'm at @United Airlines in Los Angeles, CA https://t.co/HDauDNN4AL","Chicago, IL","{'type': 'Point', 'coordinates': [-118.39958006, 33.94317498]}"
7,GauthierJellie,Thu Jun 20 23:54:06 +0000 2019,United Airlines has lost my bag for 5 days already and am getting the run around,,
8,BilbaoSpotters,Thu Jun 20 23:52:58 +0000 2019,RT @JetPhotos: A new life for this former United Airlines 747 as it heads off to Hong Kong for heavy maintenance and paint before beginning…,,
9,nka789,Thu Jun 20 23:48:31 +0000 2019,"flight cancelled. waited for 60 minutes and then 30 minutes on customer car number, no reply. @united airlines",,
10,AeronauticsO,Thu Jun 20 23:45:05 +0000 2019,"United Airlines is suspending service to Mumbai, India effective immediately over fears of overflying Iranian airsp… https://t.co/y0GDh8gqyZ",,
11,sarahcincy,Thu Jun 20 23:40:14 +0000 2019,"RT @Salon: “The three biggest airlines in the country, American, Delta, and United, made $50 billion in combined profits in just the past f…",,
12,iuY0jx47oBZfIlO,Thu Jun 20 23:39:11 +0000 2019,RT @JetPhotos: A new life for this former United Airlines 747 as it heads off to Hong Kong for heavy maintenance and paint before beginning…,,
13,bon3141,Thu Jun 20 23:38:06 +0000 2019,RT @JetPhotos: A new life for this former United Airlines 747 as it heads off to Hong Kong for heavy maintenance and paint before beginning…,,
14,E7elrDCiMcuIbMX,Thu Jun 20 23:36:33 +0000 2019,RT @JetPhotos: A new life for this former United Airlines 747 as it heads off to Hong Kong for heavy maintenance and paint before beginning…,肉うどん,
15,wallabycard,Thu Jun 20 23:31:05 +0000 2019,United Airlines Adds 9 Special Point-to-Point Routes for College Football https://t.co/XOsXAOo1Vx,"Pasadena, CA",
16,goodhopsbadhops,Thu Jun 20 23:29:06 +0000 2019,@united @ThePantyPlatter So let’s just all fly Spirit Airlines.  They sucks but we’ll save money for enduring the same delays.,,
17,Boffis123,Thu Jun 20 23:26:17 +0000 2019,RT @JetPhotos: A new life for this former United Airlines 747 as it heads off to Hong Kong for heavy maintenance and paint before beginning…,Sweden,
18,united,Thu Jun 20 23:25:54 +0000 2019,@ThePantyPlatter We apologize for the delay. The FAA has limited the amount of flights that can arrive and depart f… https://t.co/o0hUzyKOb0,,
19,pharteveld11,Thu Jun 20 23:25:08 +0000 2019,"@united I did, unfortunately the United schedule didnt work so I had to switch airlines.  Thanks",,
20,Rossj11,Thu Jun 20 23:23:36 +0000 2019,RT @JetPhotos: A new life for this former United Airlines 747 as it heads off to Hong Kong for heavy maintenance and paint before beginning…,Sydney,
21,oiler3535,Thu Jun 20 23:15:25 +0000 2019,@robmillertime @HarryArnettCG @united I’ve complimented Many airlines. Only one that consistently sucks is… https://t.co/SZdYttYlef,,
22,makoto_kawai03,Thu Jun 20 23:15:09 +0000 2019,RT @JetPhotos: A new life for this former United Airlines 747 as it heads off to Hong Kong for heavy maintenance and paint before beginning…,Around the world,
23,BarryWaldman2,Thu Jun 20 23:14:31 +0000 2019,United Airlines is the dumbest airline in the world! #unitedsucks. The plane for my 8:15 pm flight landed @ EWR at… https://t.co/jOKURYq3Av,,
24,hcdoc60,Thu Jun 20 23:07:56 +0000 2019,"@mood4nu @united @brittmoody15 Not defending United, but delays happen.  Some airlines are better than others when… https://t.co/wIprlAXXVE",Whereabouts Unknown,
25,kunce2000,Thu Jun 20 23:07:42 +0000 2019,Uggghhhhh!  United Airlines fails me again.  Flight #5905 delayed due to a last second crew change?  Did they take… https://t.co/kSqrrD8cR7,,
26,united,Thu Jun 20 23:01:57 +0000 2019,"@Umphress_22 We understand. If American Airlines was you final carrier, the delayed baggage claim will need to be f… https://t.co/PTZWfhWW6H",,
27,GreenDallas,Thu Jun 20 23:00:59 +0000 2019,"Transportation is one of the top sources of emissions in Dallas. Stop by Dallas City Hall plaza, Friday, June 21 be… https://t.co/5Oy9ARZeqp","Dallas, TX",
28,therealchoc_,Thu Jun 20 23:00:31 +0000 2019,United Airlines has agitated me so bad today,,
29,Umphress_22,Thu Jun 20 22:55:06 +0000 2019,@united I switched airlines because y’all were so bad. Lost my bag too and have no idea where it is because I was t… https://t.co/xqBKBa9Rwx,"Columbus, IN---Fort Wayne, IN ",
30,CarmenSD11235,Thu Jun 20 22:53:48 +0000 2019,@iHeartMalware @jaysonstreet @deviantollam @united @Delta @tarah Same with me. I have awful luck with Delta and Ame… https://t.co/CIh1yAQ3BU,,
31,haya0524vutai,Thu Jun 20 22:51:47 +0000 2019,RT @JetPhotos: A new life for this former United Airlines 747 as it heads off to Hong Kong for heavy maintenance and paint before beginning…,東京都八王子市コーポ吉田103号室,
32,abstrctcnfrmty,Thu Jun 20 22:50:58 +0000 2019,"If you’re late for a flight, the airlines fine you.
If they miss your flight, tough shit. Typical @united.
My mom i… https://t.co/sD5SjmJutZ",,
33,JayRoberson_10,Thu Jun 20 22:50:21 +0000 2019,RT @aldotcomSports: United Airlines unveils non-stop college football routes https://t.co/YgHDdAvyNV,"ÜT: 33.521276,-86.814956",
34,aerocrewsol,Thu Jun 20 22:50:16 +0000 2019,United is set to become North America's most environmentally friendly major airline. How important is it to you tha… https://t.co/7lGrfM46yp,"Atlanta, GA",
35,kniferoxas,Thu Jun 20 22:48:45 +0000 2019,Me looking at reviews for united airlines and reminding myself that it could not possibly be worse than spirit: https://t.co/tz3cWlqpKV,what are you? a cop?,
36,Frommers,Thu Jun 20 22:45:06 +0000 2019,"Yay, #technology! @united will now automatically hold some connecting #flights for late passengers:… https://t.co/AC0PSQ0WAs",Everywhere,
37,AmbeyV,Thu Jun 20 22:41:42 +0000 2019,"@united please read my complaint in the photo. I hope you make it right, or else you lost another customer. At leas… https://t.co/AjgWsB5uUJ","Fort Lauderdale, FL",
38,1cloth787WEP,Thu Jun 20 22:41:05 +0000 2019,RT @JetPhotos: A new life for this former United Airlines 747 as it heads off to Hong Kong for heavy maintenance and paint before beginning…,福岡⇆久住上空790〜1600m,
39,tihiron747,Thu Jun 20 22:36:59 +0000 2019,RT @JetPhotos: A new life for this former United Airlines 747 as it heads off to Hong Kong for heavy maintenance and paint before beginning…,日本,
40,fancynancyh84,Thu Jun 20 22:29:15 +0000 2019,United Airlines has yet to make this right. The group has now had dinner on their own dime and will have to get bac… https://t.co/srTktK87u3,,
41,papa2000kg,Thu Jun 20 22:26:14 +0000 2019,RT @JetPhotos: A new life for this former United Airlines 747 as it heads off to Hong Kong for heavy maintenance and paint before beginning…,,
42,weareyoungods,Thu Jun 20 22:24:28 +0000 2019,@TSA what is the proper packing regulations for a dslr camera bag? It’s small and I can’t find anything on United A… https://t.co/D2aghCBTYH,,
43,alessalacarta,Thu Jun 20 22:23:21 +0000 2019,@notnickkroll The united airlines headquarters,,
44,calabounty,Thu Jun 20 22:20:57 +0000 2019,RT @SECfootball: United Airlines announces new routes for college football fans https://t.co/bCCHml3FfG,,
45,EmiiEman,Thu Jun 20 22:20:19 +0000 2019,"RT @Tsnemwh1: @tmontez 1-she post a fake news says Saudi and United Emirates are the reason of what happened in Sudan.
2-she post a picture…",,
46,PredictHQ,Thu Jun 20 22:20:04 +0000 2019,"Demand intelligence in action! The college football opportunity is big. An even bigger opp is the 20,000 conference… https://t.co/5RS2XuXf0h",Auckland,
47,takakichi787,Thu Jun 20 22:15:26 +0000 2019,RT @JetPhotos: A new life for this former United Airlines 747 as it heads off to Hong Kong for heavy maintenance and paint before beginning…,羽田空港の約40キロメートル西南西,
48,MiguelTerrero,Thu Jun 20 22:15:09 +0000 2019,"@united @bbb_us @ConsumerReports  @united airlines, guys are absolutely the worst. Everyone complains about airline… https://t.co/qcBhOix2BV",paradise,
49,Shima_B747,Thu Jun 20 22:13:30 +0000 2019,RT @JetPhotos: A new life for this former United Airlines 747 as it heads off to Hong Kong for heavy maintenance and paint before beginning…,日本/Japan,
50,Jet_Jumbo747,Thu Jun 20 22:12:31 +0000 2019,RT @JetPhotos: A new life for this former United Airlines 747 as it heads off to Hong Kong for heavy maintenance and paint before beginning…,IWK/RJOIﾍﾞｰｽ＠時々KKJ・FUK,
51,sancta_helena,Thu Jun 20 22:10:08 +0000 2019,Fuck you united airlines,under your skin,
52,Flydeko0813,Thu Jun 20 22:08:28 +0000 2019,"RT @ETEJSpotter: United Airlines withdrew N119UA, a Boeing 747-422, from service on October 6th 2017 and flew her to Victorville 3 days lat…",日本 東京,
53,Bernoulliflyer,Thu Jun 20 22:08:20 +0000 2019,RT @JetPhotos: A new life for this former United Airlines 747 as it heads off to Hong Kong for heavy maintenance and paint before beginning…,,
54,TNTABDI,Thu Jun 20 22:04:48 +0000 2019,"RT @11W: United Airlines is offering special nonstop routes for nine college football games this season, including Ohio State's games at Ne…","Columbus, OH",
55,CAPA_Aviation,Thu Jun 20 22:00:21 +0000 2019,Avianca Holdings is facing tumultuous times but @United are willing to lend them an additional USD150mil to drive p… https://t.co/ANYRAA3LOT,Worldwide,
56,ThePantyPlatter,Thu Jun 20 22:00:20 +0000 2019,@united sitting next to a group on a school trip who just got delayed until 10pm to go to Houston! This airline is… https://t.co/1dzhspSJUu,,
57,taSmoke77,Thu Jun 20 21:55:25 +0000 2019,I need to sell my 2million Dollar Silver Certifice M1 money supply bond to China. @ United Airlines - Lax https://t.co/DzsMVi0TQE,Seattle,
