,user,date,text,location,coordinates
0,rabrowne75,Fri Jun 21 02:03:25 +0000 2019,"United Airlines: “Given current events in Iran, United has conducted a thorough safety and security review of our I… https://t.co/yrrPHHathL",,
1,WhatTheFFacts,Tue Jun 25 00:00:22 +0000 2019,"Until 1970, United Airlines had ‘men only' flights serving steaks, brandy and cigars.",Worldwide,
2,cnnbrk,Fri Jun 21 12:54:31 +0000 2019,United Airlines has suspended one of its flights and other airlines are re-routing planes to avoid the Gulf of Oman… https://t.co/JIl5YMCbGI,Everywhere,
3,chicagoedgehub,Tue Jun 25 23:55:02 +0000 2019,RT @ChiBizJournal: The new move by the Chicago-based carrier is part of efforts to win over tens of thousands of football fans. VIDEO https…,"Chicago, IL",
4,sanjaylazar,Tue Jun 25 23:54:34 +0000 2019,"RT @AirlineGeeks: Etihad Airways, Emirates Airlines and flyDubai who all operate from the United Arab Emirates peninsula which is bordered…","ÜT: 18.45833,73.920092",
5,javiMS02,Tue Jun 25 23:54:32 +0000 2019,"RT @spectatorindex: US airlines by domestic market share, 2018.

Southwest Airlines: 17.8%
American Airlines: 17.8%
Delta Air Lines: 16.9%…","Huércal de Almería, España",
6,PekishevaLiza,Tue Jun 25 23:54:22 +0000 2019,RT @ShtinaNatalya: philippine airline online booking for domestic flight  flight attendant jobs united airlines,,
7,chicagoedgehub,Tue Jun 25 23:47:14 +0000 2019,RT @ChiBizJournal: Travelers now have a new option as the O'Hare people mover remains shutdown at the start of the peak summer travel seaso…,"Chicago, IL",
8,Rodolfo69Saenz,Tue Jun 25 23:39:18 +0000 2019,United Airlines Employees Pack 1 Millionth Meal to Help in Fight Against World Hunger https://t.co/FMeBTGglbU https://t.co/wC8z5IHcE4,Guatemala,
9,Rodolfo69Saenz,Tue Jun 25 23:38:37 +0000 2019,United Airlines Employees Pack 1 Millionth Meal to Help in Fight Against World Hunger https://t.co/BZp7yx3xZh https://t.co/HyZoLu96Ze,Guatemala,
10,PrjctMommy,Tue Jun 25 23:37:42 +0000 2019,The view at the office isn’t too bad today.  #momboss #momceo #momforhire @ United Airlines Global First Class Loun… https://t.co/uUagRivfX1,Ohio,"{'type': 'Point', 'coordinates': [-87.91061974, 41.97880403]}"
11,flightwit,Tue Jun 25 23:37:24 +0000 2019,What's it like to fly a United Airlines flight simulator? https://t.co/2W9uVvGxKh #fear #flying #airline travel… https://t.co/fpGFhTImlk,800 332-7359 • Get free app at,
12,Rodolfo69Saenz,Tue Jun 25 23:37:23 +0000 2019,United Airlines and Vistara Establish Codeshare Agreement https://t.co/6d9XsdVWPf https://t.co/VvWwUxNn5B,Guatemala,
13,MattyB1117,Tue Jun 25 23:33:34 +0000 2019,@emirates @EmiratesSupport South Africa for an important mattee. It's rather disappointing that no alternative flig… https://t.co/shI30Co2BT,,
