,user,date,text,location,coordinates
0,CNN,Sat Jul 06 16:53:02 +0000 2019,"14-year-old Anton Berg thought he was traveling to Sweden, only to find himself on a plane headed to Germany… https://t.co/g4uHcT9a7o",,
1,JenKirkman,Fri Jul 05 21:50:30 +0000 2019,I’m so old I remember in 1812 when United Airlines was called 13 Colony Air.,"Los Angeles, New York City",
2,ABC,Wed Jul 03 08:06:22 +0000 2019,United Airlines apologizes after accidentally placing unaccompanied 14-year-old on flight to wrong country. https://t.co/hfgQ9A6muh,New York City / Worldwide,
3,yuuji_K1,Sat Jul 06 23:59:40 +0000 2019,"RT @CNN: 14-year-old Anton Berg thought he was traveling to Sweden, only to find himself on a plane headed to Germany https://t.co/e2aSJnN1…",,
4,Steven31009423,Sat Jul 06 23:58:59 +0000 2019,When you create a Twitter just to show how long you’ve had to wait for @united airlines customer service line https://t.co/rKs9qreqfC,,
5,armstrong__j,Sat Jul 06 23:54:58 +0000 2019,united airlines is really the ugly duckling,stl,
6,blackswan47,Sat Jul 06 23:44:57 +0000 2019,@united Airlines stranded my friends child in North Carolina and her husband had to drive 12 hrs to pick her up.  T… https://t.co/ApfhAGMl5C,New York,
7,allen_mousseau,Sat Jul 06 23:44:34 +0000 2019,"RT @AirportWar: Good News!
Thomas Jefferson is coming home!

He’s on United Airlines flight UA 56 from Paris to Newark arriving at 11:25 am…","Tampa, FL",
8,ajphares,Sat Jul 06 23:38:25 +0000 2019,@Softykjr @united Media types begging for special treatment from airlines. A tradition unlike any other.,"Seattle, WA",
9,GiraffeAlynn,Sat Jul 06 23:35:49 +0000 2019,Yo fuck United Airlines.,,
10,taco_memextreme,Sat Jul 06 23:34:52 +0000 2019,"RT @321gametimee: Actually, I changed my mind on Far From Home

Peter Parker used United Airlines. United sucks.

1/5",your pants,
11,SnapModern,Sat Jul 06 23:32:08 +0000 2019,RT @JenKirkman: I’m so old I remember in 1812 when United Airlines was called 13 Colony Air.,"Atlanta, GA",
12,321gametimee,Sat Jul 06 23:31:28 +0000 2019,"Actually, I changed my mind on Far From Home

Peter Parker used United Airlines. United sucks.

1/5","Virginia, USA",
13,Piper_beagle,Sat Jul 06 23:29:43 +0000 2019,"RT @united: That feeling when the stroopwafel is back, all day and all night. https://t.co/XeFKLz7RwW https://t.co/IOXlxW2GSx","river grove, il",
14,Patients_Zero,Sat Jul 06 23:29:41 +0000 2019,"RT @Camellia_Alexan: A list of major corporations that are funding Planned Parenthood:

Adobe
Microsoft
PayPal
Pepsi
Starbucks
Shell
United…",,
15,Dmschummer,Sat Jul 06 23:25:21 +0000 2019,Been stuck at the airport in Newark for over 4 hours and United Airlines has not offered anything but more delays. 🙁,,
